Gender,ParentMaritalStatus,Maths,Reading,Writing
female,,75,81,76
male,widowed,59,71,67
female,divorced,67,85,84
male,married,85,85,92
female,divorced,96,100,100
male,married,76,73,73
male,married,80,84,88
female,married,27,37,39
female,single,64,83,80
male,married,77,68,68
male,single,62,55,53
female,married,66,76,74
female,married,50,58,57
female,single,55,67,65
female,married,90,93,79
male,married,71,73,64
female,married,43,57,57
male,married,62,63,53
female,divorced,57,65,62
female,single,55,56,64
female,married,83,95,93
male,married,81,77,79
male,married,62,63,61
male,married,56,57,56
male,married,66,60,52
male,married,63,60,57
male,married,68,54,54
female,single,79,88,92
male,married,67,61,56
male,divorced,50,55,48
female,married,57,62,67
male,married,76,66,71
male,married,43,47,38
male,single,73,74,59
female,married,71,78,76
female,single,92,87,97
female,single,62,62,53
male,married,83,76,79
female,married,77,87,89
female,married,62,64,68
female,married,60,70,74
female,divorced,65,81,81
male,single,79,76,76
female,divorced,78,90,86
female,married,48,75,74
male,married,74,67,69
male,single,22,23,19
male,widowed,84,76,79
female,single,75,83,84
female,single,80,82,86
male,single,100,98,97
male,married,87,81,87
male,single,100,98,100
female,married,71,77,76
male,married,54,57,49
male,married,63,54,53
male,married,50,50,47
male,married,100,94,94
male,single,60,55,58
female,married,76,92,100
female,divorced,73,92,87
female,married,56,75,79
male,married,68,80,76
female,married,71,76,66
female,married,79,94,98
male,single,63,67,67
female,married,75,86,85
male,single,85,78,82
female,single,81,87,89
female,married,79,91,91
male,single,57,57,55
male,divorced,41,43,41
male,married,68,59,63
female,married,72,81,74
female,divorced,85,91,94
male,married,90,90,78
female,married,65,79,72
female,married,77,74,80
female,married,70,77,88
female,,36,40,44
female,married,49,59,54
male,married,68,63,62
female,married,98,91,95
male,married,67,53,49
female,single,62,63,69
male,,70,65,63
male,single,67,69,71
female,widowed,78,68,81
male,married,47,45,41
male,married,74,60,62
female,divorced,74,84,84
female,married,76,79,74
male,single,57,54,59
female,married,68,71,73
female,single,52,51,57
female,married,59,74,72
male,divorced,39,42,44
female,married,79,88,92
male,married,56,48,53
female,single,67,80,84
male,married,50,48,47
female,single,60,67,71
female,married,79,85,88
male,married,74,66,68
female,divorced,85,86,91
female,married,79,89,88
male,single,59,52,56
female,single,47,55,49
female,married,51,74,69
male,married,62,71,69
female,married,63,69,70
female,married,87,88,87
female,divorced,80,89,91
female,single,78,88,92
female,divorced,83,94,87
female,married,41,54,50
male,single,90,81,76
male,married,57,47,55
male,single,65,65,65
male,married,56,58,52
female,single,41,49,56
female,married,75,70,73
male,married,65,72,72
male,,58,56,53
male,married,78,81,79
female,married,75,91,85
female,married,57,68,74
male,married,89,88,90
female,married,75,96,90
female,single,58,65,66
male,,93,82,84
male,married,97,83,91
female,married,61,81,79
male,married,86,88,85
female,divorced,69,79,79
female,married,64,73,68
male,divorced,43,43,47
male,married,41,39,37
female,married,83,98,98
female,married,31,47,49
female,married,85,96,98
male,single,81,79,75
male,single,60,53,48
female,divorced,88,96,94
female,married,67,77,71
male,divorced,46,54,46
male,married,50,39,37
male,married,60,57,49
male,single,56,53,44
male,divorced,73,76,75
male,widowed,69,65,53
female,married,53,64,63
female,married,42,61,51
female,married,82,86,88
female,married,65,75,77
female,married,83,97,95
female,married,58,57,55
male,married,82,75,72
female,married,63,70,67
male,married,77,78,73
male,married,52,47,40
male,married,65,57,58
male,married,80,73,77
female,married,74,81,80
male,divorced,91,89,91
female,single,60,80,70
female,married,67,82,81
female,married,28,38,35
male,married,61,64,64
male,single,81,86,82
female,divorced,46,57,53
female,single,78,89,90
male,married,73,69,67
female,single,79,97,100
female,single,72,72,72
male,married,51,47,37
male,married,80,71,74
female,single,81,97,90
female,single,79,94,96
female,single,89,97,95
male,single,77,56,60
female,divorced,82,93,98
female,married,57,56,57
female,single,57,69,66
male,divorced,75,72,72
female,married,65,65,72
female,divorced,57,67,66
female,married,71,78,79
male,married,72,66,67
female,single,55,73,71
male,divorced,62,58,59
female,married,60,63,67
male,married,83,84,79
female,single,83,78,79
female,single,73,90,94
female,single,71,76,74
female,single,86,92,91
female,single,54,68,75
male,married,100,100,98
male,married,76,75,74
female,single,58,67,63
male,divorced,47,50,47
male,married,100,100,97
male,divorced,82,82,84
female,married,61,71,68
female,married,71,90,87
female,single,82,90,92
male,married,66,63,67
female,married,42,59,54
male,married,64,54,51
female,single,67,87,81
female,married,55,70,67
female,married,44,40,38
male,,83,71,71
female,married,63,67,73
male,divorced,51,50,49
male,married,81,80,78
female,single,77,87,79
female,married,73,76,73
female,divorced,63,73,70
female,married,72,75,78
female,single,65,81,82
male,married,90,81,83
male,married,32,35,29
male,single,70,61,65
female,married,78,88,88
male,widowed,72,68,69
male,single,47,55,49
female,single,76,77,84
male,single,79,79,75
male,divorced,72,71,63
female,married,60,58,62
male,married,84,75,77
female,divorced,72,85,86
male,married,65,60,61
female,married,40,58,57
male,married,46,46,39
female,married,62,66,64
female,divorced,26,39,41
male,divorced,69,61,58
male,married,79,72,74
female,widowed,55,58,60
female,married,59,68,66
female,married,38,47,41
male,divorced,67,69,67
female,married,73,95,89
female,married,95,90,98
male,divorced,71,64,65
male,married,84,79,82
female,married,78,88,81
male,married,67,70,71
male,married,72,71,66
female,married,87,99,94
female,single,76,86,82
female,single,76,89,88
male,married,53,45,49
female,divorced,59,66,63
male,single,78,80,71
female,married,33,37,35
female,divorced,69,62,64
male,married,55,54,49
female,single,77,89,100
male,single,55,50,52
female,married,67,78,81
male,,100,96,100
female,single,43,54,46
female,single,61,60,67
female,married,80,96,90
female,married,48,55,62
male,divorced,46,45,46
male,divorced,75,72,67
male,single,76,66,64
female,divorced,54,70,63
female,married,75,73,75
male,married,57,61,57
male,,67,47,51
male,married,51,52,45
female,married,95,90,95
male,married,66,66,58
male,married,91,88,77
male,married,85,79,79
female,divorced,49,64,54
female,married,74,87,80
female,divorced,88,96,94
male,married,93,94,100
male,married,85,88,78
female,divorced,63,64,63
female,married,86,88,90
female,married,53,70,66
male,single,75,80,73
male,married,52,44,46
female,married,71,86,95
male,married,48,48,50
male,single,48,56,47
male,divorced,69,73,69
female,divorced,77,83,86
female,divorced,73,84,83
female,married,63,69,65
female,married,57,74,75
female,,39,47,50
female,single,83,93,97
female,single,51,62,69
female,married,60,70,65
female,single,63,66,73
male,single,49,59,52
male,married,45,38,40
male,,60,67,60
male,married,65,72,67
female,single,51,63,57
female,divorced,67,76,77
female,divorced,61,74,70
female,married,47,54,52
female,married,70,72,70
male,married,70,71,69
female,divorced,93,100,97
male,single,39,44,38
male,widowed,75,73,73
female,married,61,73,72
female,married,69,79,88
female,single,42,50,50
female,married,82,95,93
male,divorced,74,70,77
female,single,65,79,79
male,married,79,64,70
male,single,61,64,63
male,married,71,58,53
male,married,62,48,48
female,married,92,96,98
male,married,88,88,84
female,single,58,63,64
male,single,81,71,68
female,married,84,100,94
male,single,84,77,75
male,married,83,89,80
male,married,69,66,60
female,married,75,84,85
female,married,67,90,90
male,single,63,66,69
female,married,65,71,65
male,single,62,64,67
female,married,73,80,83
male,single,100,90,89
male,married,66,51,46
male,single,85,78,76
female,married,73,81,93
female,married,80,86,89
male,married,75,69,72
female,married,73,65,69
male,divorced,82,74,76
female,,76,84,82
female,married,51,54,50
male,divorced,50,51,54
female,married,72,77,80
male,married,64,59,56
male,married,84,85,79
male,married,49,49,53
male,divorced,89,69,77
male,married,88,84,84
female,divorced,80,91,90
female,married,47,62,57
female,married,82,89,96
female,married,55,62,58
male,single,64,42,42
male,married,96,85,84
male,divorced,82,84,82
male,married,68,69,71
female,married,90,95,100
male,divorced,62,46,45
female,married,39,44,45
female,married,59,58,65
male,divorced,52,45,41
female,single,71,95,93
female,married,62,59,62
male,married,53,64,62
male,divorced,70,62,56
female,single,60,75,79
male,married,57,57,63
female,divorced,81,84,88
female,single,78,78,79
female,single,67,78,76
female,married,64,68,76
male,,77,68,65
male,divorced,72,74,75
female,divorced,32,44,34
male,divorced,77,74,70
male,married,69,74,76
female,single,57,61,60
female,,34,45,50
male,single,78,72,68
female,married,68,74,78
male,divorced,57,47,49
male,married,56,42,34
female,married,52,81,80
female,married,73,87,87
male,married,87,87,91
female,married,73,88,89
male,married,82,69,71
male,married,88,93,93
female,single,60,73,77
female,married,78,84,84
female,married,91,95,95
male,married,86,81,76
male,divorced,32,30,24
female,single,86,91,78
female,married,56,67,63
male,divorced,81,74,70
female,married,68,67,58
female,single,81,100,92
female,divorced,84,75,79
female,single,76,82,82
female,divorced,64,76,75
female,single,77,85,86
male,married,54,49,39
female,married,52,57,68
male,single,38,42,38
female,single,74,89,89
male,married,67,76,73
male,,57,48,44
male,single,64,62,61
female,widowed,53,61,59
male,,57,55,53
male,married,45,52,40
female,married,51,58,61
female,married,65,73,73
female,widowed,62,70,73
female,single,70,75,73
female,married,54,66,65
female,married,59,69,66
male,married,64,60,56
female,divorced,88,94,100
male,married,24,12,18
female,divorced,66,69,75
female,married,37,46,44
male,divorced,78,75,84
female,married,56,61,61
female,divorced,57,70,85
female,,70,85,80
female,married,89,90,92
male,divorced,46,56,57
male,divorced,80,72,71
male,single,54,48,47
female,widowed,54,65,59
female,single,45,57,56
female,married,57,56,62
male,divorced,96,92,95
female,divorced,59,78,74
female,married,67,77,73
male,married,77,68,64
male,single,46,52,42
female,divorced,60,81,79
male,single,80,80,83
male,widowed,65,54,51
male,single,52,45,36
female,married,63,73,72
female,single,66,86,78
female,married,54,70,69
male,married,74,73,76
male,married,66,76,78
male,single,65,52,51
female,married,76,86,89
male,married,89,84,89
female,married,58,76,69
male,married,55,48,48
female,married,59,66,68
male,single,64,66,62
male,single,47,40,35
male,single,70,65,65
female,married,74,87,82
female,married,46,60,58
male,single,76,66,58
male,married,57,59,60
female,married,55,64,58
male,married,93,84,87
female,divorced,59,59,66
male,married,69,59,62
female,divorced,54,61,63
female,widowed,57,50,63
female,widowed,95,98,97
female,divorced,58,61,67
female,divorced,60,59,59
female,married,61,69,70
female,married,45,52,51
female,married,55,56,57
male,single,61,54,53
male,divorced,50,37,37
female,married,83,85,93
male,married,48,43,48
male,married,46,47,42
male,,64,58,62
male,married,92,86,79
male,married,81,74,69
female,single,74,91,91
male,married,64,60,62
male,married,93,94,96
female,married,50,62,61
male,single,75,68,69
male,,81,87,85
male,married,53,62,54
female,divorced,77,88,97
female,divorced,71,81,80
male,,58,57,52
male,married,81,78,78
male,married,63,66,62
female,divorced,47,58,59
male,married,31,35,30
female,married,89,100,100
male,divorced,75,71,75
female,single,72,79,72
female,married,88,95,90
male,married,62,63,58
male,divorced,46,41,42
female,single,45,43,50
female,,84,90,87
male,divorced,54,46,50
female,single,61,57,52
male,married,62,58,59
male,married,93,88,90
male,married,52,50,50
male,married,75,74,71
male,married,74,68,72
male,single,82,66,68
female,married,79,85,84
male,married,37,41,33
female,divorced,58,62,68
male,divorced,69,72,69
male,married,54,44,54
female,married,52,48,54
female,divorced,81,95,97
female,divorced,54,68,68
male,married,80,80,89
male,married,67,64,70
male,married,86,84,83
female,single,65,73,81
male,married,68,71,62
female,married,72,94,99
female,married,88,100,100
female,,40,53,57
male,married,59,71,65
female,married,61,75,79
female,married,54,67,66
female,single,64,65,68
female,single,70,81,76
female,married,63,57,68
male,divorced,84,77,76
male,married,99,96,89
male,single,71,69,62
male,married,90,79,80
female,divorced,51,66,63
male,single,57,53,52
female,married,49,65,64
female,single,80,77,76
female,single,47,54,48
female,single,69,80,75
female,single,46,56,57
female,married,72,81,85
male,,73,70,65
female,married,50,56,58
male,single,64,59,58
male,divorced,63,64,59
male,married,68,67,60
male,married,51,46,43
male,divorced,65,66,59
female,single,46,60,63
male,married,62,54,56
female,married,75,88,84
male,married,74,66,67
female,single,78,88,90
female,single,70,80,77
male,single,75,72,66
female,divorced,49,59,61
female,married,82,86,84
female,,53,68,62
male,married,97,80,77
male,,61,70,65
female,married,59,57,64
female,married,74,68,67
female,widowed,63,75,74
male,divorced,56,56,48
female,married,72,74,80
female,single,84,97,93
female,married,59,74,75
female,married,50,66,71
male,single,52,51,51
female,married,72,96,86
female,single,63,90,83
female,single,67,83,80
male,single,40,39,35
male,married,93,88,90
male,divorced,90,88,82
male,married,69,66,63
male,divorced,62,71,70
female,married,54,59,66
female,divorced,76,92,96
female,married,58,78,77
female,married,75,75,77
female,divorced,66,85,80
female,single,63,73,70
female,married,31,43,40
male,single,68,65,52
male,,77,75,66
male,married,97,82,79
female,married,55,70,68
male,married,80,66,68
female,married,72,88,86
female,,51,66,69
male,divorced,51,58,51
male,single,66,69,62
female,married,75,83,88
male,married,55,59,58
male,single,62,54,47
female,divorced,75,70,73
male,married,62,64,57
female,single,50,61,62
female,single,75,76,76
male,single,60,61,61
male,,75,68,73
male,married,56,55,50
male,married,63,55,63
male,divorced,40,37,31
male,married,74,57,58
female,married,52,51,56
female,married,84,83,85
female,married,70,81,80
female,married,77,86,90
female,married,62,83,80
female,married,71,83,76
female,married,62,76,77
female,married,59,71,63
female,married,52,51,57
